File Name,Content
BSearch2.py,"import unittest

class BSearch2:
    @staticmethod
    def search(tab, x):
        result = -1
        milieu = 0
        gauche = 0
        droite = len(tab) - 1
        while result == -1 and gauche <= droite:
            milieu = (gauche + droite) // 2
            if tab[milieu] == x:
                result = milieu
            elif tab[milieu] > x:
                droite = milieu + 1 # droite = milieu - 1
            else:
                gauche = milieu + 1
        return result

class BSearchTest(unittest.TestCase):
    def test_0(self):
        tab = [i for i in range(5)]
        result = BSearch2.search(tab, 0)
        self.assertEqual(0, result)

    def test_1(self):
        tab2 = [5, 10, 16, 24, 30]
        result = BSearch2.search(tab2, 10)
        self.assertEqual(1, result)

    def test_2(self):
        tab3 = [15, 15, 16, 42, 50]
        result = BSearch2.search(tab3, 16)
        self.assertEqual(2, result)

    def test_3(self):
        tab4 = [17, 18, 19, 42, 61]
        result = BSearch2.search(tab4, 42)
        self.assertEqual(3, result)

    def test_4(self):
        tab5 = [11, 14, 15, 18, 21]
        result = BSearch2.search(tab5, 21)
        self.assertEqual(4, result)

    def test_5(self):
        tab6 = [15, 23, 65, 70, 85]
        result = BSearch2.search(tab6, 61)
        self.assertEqual(-1, result)

    def test_6(self):
        tab7 = [14, 21, 33, 42, 55]
        result = BSearch2.search(tab7, 21)
        self.assertEqual(1, result)

    def test_7(self):
        tab8 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearch2.search(tab8, 55)
        self.assertEqual(4, result)

    def test_8(self):
        tab9 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearch2.search(tab9, 33)
        self.assertEqual(2, result)

if __name__ == '__main__':
    unittest.main()"
BSearch3.py,"import unittest

class BSearch3:
    @staticmethod
    def search(tab, x):
        result = -1
        milieu = 0
        gauche = 0
        droite = len(tab) - 1
        while result == -1 and gauche <= droite:
            milieu = (gauche + droite) // 2
            if tab[milieu] == x:
                result = milieu
            elif tab[milieu] > x:
                droite = milieu - 1
            else:
                gauche = milieu - 1 #milieu + 1
        return result

class BSearchTest(unittest.TestCase):
    def test_0(self):
        tab = [i for i in range(5)]
        result = BSearch3.search(tab, 0)
        self.assertEqual(0, result)

    def test_1(self):
        tab2 = [5, 10, 16, 24, 30]
        result = BSearch3.search(tab2, 10)
        self.assertEqual(1, result)

    def test_2(self):
        tab3 = [15, 15, 16, 42, 50]
        result = BSearch3.search(tab3, 16)
        self.assertEqual(2, result)

    def test_3(self):
        tab4 = [17, 18, 19, 42, 61]
        result = BSearch3.search(tab4, 42)
        self.assertEqual(3, result)

    def test_4(self):
        tab5 = [11, 14, 15, 18, 21]
        result = BSearch3.search(tab5, 21)
        self.assertEqual(4, result)

    def test_5(self):
        tab6 = [15, 23, 65, 70, 85]
        result = BSearch3.search(tab6, 61)
        self.assertEqual(-1, result)

    def test_6(self):
        tab7 = [14, 21, 33, 42, 55]
        result = BSearch3.search(tab7, 21)
        self.assertEqual(1, result)

    def test_7(self):
        tab8 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearch3.search(tab8, 55)
        self.assertEqual(4, result)

    def test_8(self):
        tab9 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearch3.search(tab9, 33)
        self.assertEqual(2, result)
    

if __name__ == '__main__':
    unittest.main()
"
Mid.py,"import unittest

class Mid:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b < c:
            if a < b:
                m = b
            elif a < c:
                m = b  # m = a;
        else:
            if a > b:
                m = b
            elif a > c:
                m = a

        return m
    
class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = Mid.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = Mid.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = Mid.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = Mid.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = Mid.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = Mid.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = Mid.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = Mid.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = Mid.mid(7, 5, 1)
        self.assertEqual(5, result)



if __name__ == '__main__':
    unittest.main()
     "
Mid2.py,"import unittest

class Mid2:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b < c:
            if a < b:
                m = a  # m = b;
            elif a < c:
                m = a
        else:
            if a > b:
                m = b
            elif a > c:
                m = a

        return m
    
class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = Mid2.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = Mid2.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = Mid2.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = Mid2.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = Mid2.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = Mid2.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = Mid2.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = Mid2.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = Mid2.mid(7, 5, 1)
        self.assertEqual(5, result)

if __name__ == '__main__':
    unittest.main() "
Mid3.py,"import unittest

class Mid3:
    @staticmethod
    def mid(a, b, c):
        m = a  # m = c

        if b < c:
            if a < b:
                m = b
            elif a < c:
                m = a
        else:
            if a > b:
                m = b
            elif a > c:
                m = a

        return m

class MidTest(unittest.TestCase):
    def test_0(self): 
        result = Mid3.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): 
        result = Mid3.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): 
        result = Mid3.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): 
        result = Mid3.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): 
        result = Mid3.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): 
        result = Mid3.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): 
        result = Mid3.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): 
        result = Mid3.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): 
        result = Mid3.mid(7, 5, 1)
        self.assertEqual(5, result)


if __name__ == '__main__':
    unittest.main()"
Mid4.py,"
import unittest

class Mid4:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b < c:
            if a < b:
                m = b
            elif a < c:
                m = a
        else:
            if a > b:
                m = a  # m = b
            elif a > c:
                m = a

        return m

class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = Mid4.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = Mid4.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = Mid4.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = Mid4.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = Mid4.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = Mid4.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = Mid4.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = Mid4.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = Mid4.mid(7, 5, 1)
        self.assertEqual(5, result)


if __name__ == '__main__':
    unittest.main()"
Mid5.py,"
import unittest

class Mid5:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b < c:
            if a < b:
                m = b
            elif a < c:
                m = a
        else:
            if a > b:
                m = b
            elif a > c:
                m = b  # m = a

        return m

class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = Mid5.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = Mid5.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = Mid5.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = Mid5.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = Mid5.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = Mid5.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = Mid5.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = Mid5.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = Mid5.mid(7, 5, 1)
        self.assertEqual(5, result)



if __name__ == '__main__':
    unittest.main()"
MidWrongIf1.py,"""""""
Finds the median of three variables.
""""""
import unittest

class MidWrongIf1:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b > c: # (b<c)
            if a < b:
                m = b
            elif a < c:
                m = a
        else:
            if a > b:
                m = b
            elif a > c:
                m = a

        return m

class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = MidWrongIf1.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = MidWrongIf1.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = MidWrongIf1.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = MidWrongIf1.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = MidWrongIf1.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = MidWrongIf1.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = MidWrongIf1.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = MidWrongIf1.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = MidWrongIf1.mid(7, 5, 1)
        self.assertEqual(5, result)


if __name__ == '__main__':
    unittest.main()"
MidWrongIf3.py,"""""""
Finds the median of three variables.
""""""
import unittest

class MidWrongIf3:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b < c:
            if a < b:
                m = b
            elif a < c:
                m = a
        else:
            if a < b: # (a > b)
                m = b
            elif a > c:
                m = a

        return m

class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = MidWrongIf3.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = MidWrongIf3.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = MidWrongIf3.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = MidWrongIf3.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = MidWrongIf3.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = MidWrongIf3.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = MidWrongIf3.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = MidWrongIf3.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = MidWrongIf3.mid(7, 5, 1)
        self.assertEqual(5, result)


if __name__ == '__main__':
    unittest.main()"
MidWrongIf2.py,"""""""
Finds the median of three variables.
""""""
import unittest

class MidWrongIf2:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b < c:
            if a > b:  # a < b'
                m = b
            elif a < c:
                m = a
        else:
            if a > b:
                m = b
            elif a > c:
                m = a

        return m

class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = MidWrongIf2.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = MidWrongIf2.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = MidWrongIf2.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = MidWrongIf2.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = MidWrongIf2.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = MidWrongIf2.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = MidWrongIf2.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = MidWrongIf2.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = MidWrongIf2.mid(7, 5, 1)
        self.assertEqual(5, result)


if __name__ == '__main__':
    unittest.main()"
MidWrongIf4.py,"
import unittest

class MidWrongIf4:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b < c:
            if a < b:
                m = b
            elif a > c:  # (a < c)
                m = a
        else:
            if a > b:
                m = b
            elif a > c:
                m = a

        return m

class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = MidWrongIf4.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = MidWrongIf4.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = MidWrongIf4.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = MidWrongIf4.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = MidWrongIf4.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = MidWrongIf4.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = MidWrongIf4.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = MidWrongIf4.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = MidWrongIf4.mid(7, 5, 1)
        self.assertEqual(5, result)


if __name__ == '__main__':
    unittest.main()
"
MidWrongIf5.py,"""""""
Finds the median of three variables.
""""""
import unittest

class MidWrongIf5:
    @staticmethod
    def mid(a, b, c):
        m = c

        if b < c:
            if a < b:
                m = b
            elif a < c:
                m = a
        else:
            if a > b:
                m = b
            elif a < c:  # (a > c)
                m = a

        return m

class MidTest(unittest.TestCase):
    def test_0(self): # a is median
        result = Mid.mid(5, 10, 7)
        self.assertEqual(7, result)

    def test_1(self): # b is median
        result = Mid.mid(10, 5, 7)
        self.assertEqual(7, result)

    def test_2(self): # c is median
        result = Mid.mid(5, 7, 10)
        self.assertEqual(7, result)

    def test_3(self): # a and b are smaller than c
        result = Mid.mid(2, 3, 10)
        self.assertEqual(3, result)

    def test_4(self): # a and c are smaller than b
        result = Mid.mid(2, 10, 3)
        self.assertEqual(3, result)

    def test_5(self): # b and c are smaller than a
        result = Mid.mid(10, 2, 3)
        self.assertEqual(3, result)

    def test_6(self): # a, b, and c are equal
        result = Mid.mid(5, 5, 5)
        self.assertEqual(5, result)

    def test_7(self): # a is smallest
        result = Mid.mid(1, 5, 7)
        self.assertEqual(5, result)

    def test_8(self): # c is smallest
        result = Mid.mid(7, 5, 1)
        self.assertEqual(5, result)


if __name__ == '__main__':
    unittest
    test.main()"
SquareRoot.py,"
import unittest

class SquareRoot:
    @staticmethod
    def squareRoot(val):
        i = 1
        v = 0
        res = 0

        while v < val:
            v = v + 2 * i + 1
            i = i + 1

        # error: the instruction should be res = i - 1
        res = i 
        return res

class SquareRootTest(unittest.TestCase):
    def test_0(self):
        result = SquareRoot.squareRoot(9)
        self.assertEqual(result, 3)  # 3 is the integer square root of 9

    def test_1(self):
        result = SquareRoot.squareRoot(15)
        self.assertEqual(result, 3)  # 3 is the integer square root of 15

    def test_2(self):
        result = SquareRoot.squareRoot(16)
        self.assertEqual(result, 4)  # 4 is the integer square root of 16

    def test_3(self):
        result = SquareRoot.squareRoot(20)
        self.assertEqual(result, 4)  # 4 is the integer square root of 20

    def test_4(self):
        result = SquareRoot.squareRoot(25)
        self.assertEqual(result, 5)  # 5 is the integer square root of 25

    def test_5(self):
        result = SquareRoot.squareRoot(30)
        self.assertEqual(result, 5)  # 5 is the integer square root of 30

    def test_6(self):
        result = SquareRoot.squareRoot(36)
        self.assertEqual(result, 6)  # 6 is the integer square root of 36

    def test_7(self):
        result = SquareRoot.squareRoot(40)
        self.assertEqual(result, 6)  # 6 is the integer square root of 40

    def test_8(self):
        result = SquareRoot.squareRoot(49)
        self.assertEqual(result, 7)  # 7 is the integer square root of 49

    def test_9(self):
        result = SquareRoot.squareRoot(50)
        self.assertEqual(result, 7)  # 7 is the integer square root of 50

if __name__ == '__main__':
    unittest.main()"
SquareRoot2.py,"
import unittest


class SquareRoot2:

    @staticmethod
    def squareRoot(val):
        i = 1
        v = 10 + val
        res = 0
        while v < val:
            v = v + 2 * i + 1
            i = i + 1
        res = i - 1
        return res


class SquareRootTest(unittest.TestCase):

    def test_0(self):
        result = SquareRoot2.squareRoot(9)
        self.assertEqual(result, 3)

    def test_1(self):
        result = SquareRoot2.squareRoot(15)
        self.assertEqual(result, 3)

    def test_2(self):
        result = SquareRoot2.squareRoot(16)
        self.assertEqual(result, 4)

    def test_3(self):
        result = SquareRoot2.squareRoot(20)
        self.assertEqual(result, 4)

    def test_4(self):
        result = SquareRoot2.squareRoot(25)
        self.assertEqual(result, 5)

    def test_5(self):
        result = SquareRoot2.squareRoot(30)
        self.assertEqual(result, 5)

    def test_6(self):
        result = SquareRoot2.squareRoot(36)
        self.assertEqual(result, 6)

    def test_7(self):
        result = SquareRoot2.squareRoot(40)
        self.assertEqual(result, 6)

    def test_8(self):
        result = SquareRoot2.squareRoot(49)
        self.assertEqual(result, 7)

    def test_9(self):
        result = SquareRoot2.squareRoot(50)
        self.assertEqual(result, 7)


if __name__ == '__main__':
    unittest.main()"
SquareRoot3.py,"
import unittest

class SquareRoot3:
    @staticmethod
    def squareRoot(val):
        i = 0  # i = 1;
        v = 0
        res = 0

        while v < val:
            v = v + 2 * i + 1
            i = i + 1

        res = i - 1

        return res


class SquareRootTest(unittest.TestCase):

    def test_0(self):
        result = SquareRoot3.squareRoot(9)
        self.assertEqual(result, 3)

    def test_1(self):
        result = SquareRoot3.squareRoot(15)
        self.assertEqual(result, 3)

    def test_2(self):
        result = SquareRoot3.squareRoot(16)
        self.assertEqual(result, 4)

    def test_3(self):
        result = SquareRoot3.squareRoot(20)
        self.assertEqual(result, 4)

    def test_4(self):
        result = SquareRoot3.squareRoot(25)
        self.assertEqual(result, 5)

    def test_5(self):
        result = SquareRoot3.squareRoot(30)
        self.assertEqual(result, 5)

    def test_6(self):
        result = SquareRoot3.squareRoot(36)
        self.assertEqual(result, 6)

    def test_7(self):
        result = SquareRoot3.squareRoot(40)
        self.assertEqual(result, 6)

    def test_8(self):
        result = SquareRoot3.squareRoot(49)
        self.assertEqual(result, 7)

    def test_9(self):
        result = SquareRoot3.squareRoot(50)
        self.assertEqual(result, 7)


if __name__ == '__main__':
    unittest.main()"
SquareRoot4.py,"
import unittest

class SquareRoot4:
    @staticmethod
    def squareRoot(val):
        i = 1
        v = 0
        res = 0

        while v < val:
            v = v + 2 * i + 1
            i = i + 2  # i = i + 1;

        res = i - 1
        return res


class SquareRootTest(unittest.TestCase):

    def test_0(self):
        result = SquareRoot4.squareRoot(9)
        self.assertEqual(result, 3)

    def test_1(self):
        result = SquareRoot4.squareRoot(15)
        self.assertEqual(result, 3)

    def test_2(self):
        result = SquareRoot4.squareRoot(16)
        self.assertEqual(result, 4)

    def test_3(self):
        result = SquareRoot4.squareRoot(20)
        self.assertEqual(result, 4)

    def test_4(self):
        result = SquareRoot4.squareRoot(25)
        self.assertEqual(result, 5)

    def test_5(self):
        result = SquareRoot4.squareRoot(30)
        self.assertEqual(result, 5)

    def test_6(self):
        result = SquareRoot4.squareRoot(36)
        self.assertEqual(result, 6)

    def test_7(self):
        result = SquareRoot4.squareRoot(40)
        self.assertEqual(result, 6)

    def test_8(self):
        result = SquareRoot4.squareRoot(49)
        self.assertEqual(result, 7)

    def test_9(self):
        result = SquareRoot4.squareRoot(50)
        self.assertEqual(result, 7)


if __name__ == '__main__':
    unittest.main()"
SquareRoot5.py,"
import unittest

class SquareRoot5:
    @staticmethod
    def squareRoot(val):
        i = 1
        v = 0
        res = 0

        while v < val:
            v = v + i + 1  # v = v + 2 * i + 1;
            i = i + 1

        res = i - 1
        return res


class SquareRootTest(unittest.TestCase):

    def test_0(self):
        result = SquareRoot5.squareRoot(9)
        self.assertEqual(result, 3)

    def test_1(self):
        result = SquareRoot5.squareRoot(15)
        self.assertEqual(result, 3)

    def test_2(self):
        result = SquareRoot5.squareRoot(16)
        self.assertEqual(result, 4)

    def test_3(self):
        result = SquareRoot5.squareRoot(20)
        self.assertEqual(result, 4)

    def test_4(self):
        result = SquareRoot5.squareRoot(25)
        self.assertEqual(result, 5)

    def test_5(self):
        result = SquareRoot5.squareRoot(30)
        self.assertEqual(result, 5)

    def test_6(self):
        result = SquareRoot5.squareRoot(36)
        self.assertEqual(result, 6)

    def test_7(self):
        result = SquareRoot5.squareRoot(40)
        self.assertEqual(result, 6)

    def test_8(self):
        result = SquareRoot5.squareRoot(49)
        self.assertEqual(result, 7)

    def test_9(self):
        result = SquareRoot5.squareRoot(50)
        self.assertEqual(result, 7)


if __name__ == '__main__':
    unittest.main()"
SquareRootWrongWhile.py,"import unittest

class SquareRootWrongWhile:
    @staticmethod
    def squareRoot(val):
        i = 1
        v = 0
        res = 0

        while v > val:  # (v < val)
            v = v + 2 * i + 1
            i = i + 1

        res = i - 1
        return res

class SquareRootTest(unittest.TestCase):
    def test_0(self):
        result = SquareRootWrongWhile.squareRoot(9)
        self.assertEqual(self.squareRoot(9), result)

    def test_1(self):
        result = SquareRootWrongWhile.squareRoot(15)
        self.assertEqual(self.squareRoot(15), result)

    def test_2(self):
        result = SquareRootWrongWhile.squareRoot(16)
        self.assertEqual(self.squareRoot(16), result)

    def test_3(self):
        result = SquareRootWrongWhile.squareRoot(20)
        self.assertEqual(self.squareRoot(20), result)

    def test_4(self):
        result = SquareRootWrongWhile.squareRoot(25)
        self.assertEqual(self.squareRoot(25), result)

    def test_5(self):
        result = SquareRootWrongWhile.squareRoot(30)
        self.assertEqual(self.squareRoot(30), result)

    def test_6(self):
        result = SquareRootWrongWhile.squareRoot(36)
        self.assertEqual(self.squareRoot(36), result)

    def test_7(self):
        result = SquareRootWrongWhile.squareRoot(40)
        self.assertEqual(self.squareRoot(40), result)

    def test_8(self):
        result = SquareRootWrongWhile.squareRoot(49)
        self.assertEqual(self.squareRoot(49), result)

    def test_9(self):
        result = SquareRootWrongWhile.squareRoot"
TriMultPerimetre.py,"""""""
    Program for triangle perimeter.
    Returns:
        i*j*k if (i, j, k) are the sides of any triangle.
        i*i * j or 2*i+k or 2*j+i if (i, j, k) are the sides of an isosceles triangle.
        i*i*i if (i, j, k) are the sides of an equilateral triangle.
        -1 if (i, j, k) are not the sides of a triangle.
    
    ERROR: in assignment line 54
    Returns 8 for (2,1,2) while it should return 4.
""""""
import unittest

class TriMultPerimetre:
    """"""
        Requires:
            ((i == 2) and (j == 1) and (k == 2))
        Ensures:
            res == 4
    """"""
    @staticmethod
    def trimultperimetre(i, j, k):
        trityp = 0
        res = 0

        if i == 0 or j == 0 or k == 0:
            trityp = 4
            res = -1
        else:
            trityp = 0
            if i == j:
                trityp = trityp + 1
            if i == k:
                trityp = trityp + 2
            if j == k:
                trityp = trityp + 3

            if trityp == 0:
                if (i + j) <= k or ((j + k) <= i or (i + k) <= j):
                    trityp = 4
                    res = -1
                else:
                    trityp = 1
                    res = i * j * k
            else:
                if trityp > 3:
                    res = i * i * i
                else:
                    if trityp == 1 and (i + j) > k:  # i==j
                        res = i * i * k
                    else:
                        # error in the assignment: should be res = i*i*j
                        if trityp == 2 and (i + k) > j:  # i==k
                            res = i * i * k
                        else:
                            if trityp == 3 and (j + k) > i:  # j==k
                                res = j * j * i
                            else:
                                res = -1
        return res
    
class TriMultPerimetreTest(unittest.TestCase):
    def test_0(self): # Sides form any triangle
        result = TriMultPerimetre.trimultperimetre(3, 4, 5)
        self.assertEqual(60, result)

    def test_1(self): # Sides form an isosceles triangle with i == j
        result = TriMultPerimetre.trimultperimetre(2, 2, 3)
        self.assertEqual(12, result)

    def test_2(self): # Sides form an isosceles triangle with i == k
        result = TriMultPerimetre.trimultperimetre(2, 3, 2)
        self.assertEqual(12, result)

    def test_3(self): # Sides form an isosceles triangle with j == k
        result = TriMultPerimetre.trimultperimetre(3, 2, 2)
        self.assertEqual(12, result)

    def test_4(self): # Sides form an equilateral triangle
        result = TriMultPerimetre.trimultperimetre(2, 2, 2)
        self.assertEqual(8, result)

    def test_5(self): # Sides do not form a triangle
        result = TriMultPerimetre.trimultperimetre(2, 1, 2)
        self.assertEqual(4, result)  # Updated to reflect the corrected result

    def test_6(self): # One side is 0
        result = TriMultPerimetre.trimultperimetre(0, 2, 3)
        self.assertEqual(-1, result)

    def test_7(self): # Two sides are 0
        result = TriMultPerimetre.trimultperimetre(0, 0, 3)
        self.assertEqual(-1, result)

    def test_8(self): # All sides are 0
        result = TriMultPerimetre.trimultperimetre(0, 0, 0)
        self.assertEqual(-1, result)


if __name__ == '__main__':
    unittest.main()"
